"","time","chord_named","tran_chord_named","roman_num","norm_roman_num","one_lag_tran","two_lag_tran","three_lag_tran","four_lag_tran","composer","piece","Tonality","Type"
"142",125040,"D#/Ebmaj","Cmaj","I","I","Dmin","Adom7","Emaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"143",4560,"A#/Bbdom7","Gdom7","V7","V","Cmaj","Dmin","Adom7","Emaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"144",5040,"D#/Ebmaj","Cmaj","I","I","Gdom7","Cmaj","Dmin","Adom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"145",5280,"A#/Bbdom7","Gdom7","V7","V","Cmaj","Gdom7","Cmaj","Dmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"146",5760,"D#/Ebmaj","Cmaj","I","I","Gdom7","Cmaj","Gdom7","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"147",6000,"D#/Ebmaj","Cmaj","I","I","Cmaj","Gdom7","Cmaj","Gdom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"148",6960,"A#/Bbmaj","Gmaj","V","V","Cmaj","Cmaj","Gdom7","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"149",7200,"Cmin","Amin","vi","vi","Gmaj","Cmaj","Cmaj","Gdom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"150",7440,"A#/Bbmaj","Gmaj","V","V","Amin","Gmaj","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"151",12240,"Cmin","Amin","vi","vi","Gmaj","Amin","Gmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"152",12960,"Cmin","Amin","vi","vi","Amin","Gmaj","Amin","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"153",13200,"Cmin","Amin","vi","vi","Amin","Amin","Gmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"154",18480,"Cmin","Amin","vi","vi","Amin","Amin","Amin","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"155",19440,"A#/Bbmaj","Gmaj","V","V","Amin","Amin","Amin","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"156",20880,"A#/Bbmaj","Gmaj","V","V","Gmaj","Amin","Amin","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"157",21600,"A#/Bbmin","Gmin","ii/IV","ii/IV","Gmaj","Gmaj","Amin","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"158",26640,"Gmin","Emin","iii","iii","Gmin","Gmaj","Gmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"159",27360,"Cmin","Amin","vi","vi","Emin","Gmin","Gmaj","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"160",27840,"A#/Bbmaj","Gmaj","V","V","Amin","Emin","Gmin","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"161",28080,"A#/Bbmaj","Gmaj","V","V","Gmaj","Amin","Emin","Gmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"162",30240,"Fdom7","Ddom7","V7/V","V/V","Gmaj","Gmaj","Amin","Emin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"163",31440,"Ddim","Bdim","viiº","viiº","Ddom7","Gmaj","Gmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"164",32880,"D#/Ebmin","Cmin","i","i","Bdim","Ddom7","Gmaj","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"165",35280,"Cdom7","Adom7","V7/ii","V/ii","Cmin","Bdim","Ddom7","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"166",36000,"Cmaj","Amaj","VI","VI","Adom7","Cmin","Bdim","Ddom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"167",36480,"Fmaj","Dmaj","V/V","V/V","Amaj","Adom7","Cmin","Bdim","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"168",36720,"Fdom7","Ddom7","V7/V","V/V","Dmaj","Amaj","Adom7","Cmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"169",37440,"Cmaj","Amaj","VI","VI","Ddom7","Dmaj","Amaj","Adom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"170",37920,"Fmin","Dmin","ii","ii","Amaj","Ddom7","Dmaj","Amaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"171",65760,"A#/Bbdom7","Gdom7","V7","V","Dmin","Amaj","Ddom7","Dmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"172",66240,"D#/Ebmaj","Cmaj","I","I","Gdom7","Dmin","Amaj","Ddom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"173",66480,"A#/Bbdom7","Gdom7","V7","V","Cmaj","Gdom7","Dmin","Amaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"174",66960,"D#/Ebmaj","Cmaj","I","I","Gdom7","Cmaj","Gdom7","Dmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"175",67200,"D#/Ebmaj","Cmaj","I","I","Cmaj","Gdom7","Cmaj","Gdom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"176",68160,"A#/Bbmaj","Gmaj","V","V","Cmaj","Cmaj","Gdom7","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"177",68400,"Cmin","Amin","vi","vi","Gmaj","Cmaj","Cmaj","Gdom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"178",68640,"A#/Bbmaj","Gmaj","V","V","Amin","Gmaj","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"179",73440,"Fmin","Dmin","ii","ii","Gmaj","Amin","Gmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"180",73680,"Cdom7","Adom7","V7/ii","V/ii","Dmin","Gmaj","Amin","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"181",74160,"Fmin","Dmin","ii","ii","Adom7","Dmin","Gmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"182",74400,"Fmin","Dmin","ii","ii","Dmin","Adom7","Dmin","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"183",80640,"D#/Ebmaj","Cmaj","I","I","Dmin","Dmin","Adom7","Dmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"184",90720,"Gmin","Emin","iii","iii","Cmaj","Dmin","Dmin","Adom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"185",90840,"A#/Bbmaj","Gmaj","V","V","Emin","Cmaj","Dmin","Dmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"186",90960,"Cmin","Amin","vi","vi","Gmaj","Emin","Cmaj","Dmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"187",91080,"Cmin","Amin","vi","vi","Amin","Gmaj","Emin","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"188",91200,"Fmin","Dmin","ii","ii","Amin","Amin","Gmaj","Emin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"189",91440,"A#/Bbmaj","Gmaj","V","V","Dmin","Amin","Amin","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"190",91680,"D#/Ebmaj","Cmaj","I","I","Gmaj","Dmin","Amin","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"191",91920,"D#/Ebmaj","Cmaj","I","I","Cmaj","Gmaj","Dmin","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"192",92160,"G#/Abmaj","Fmaj","IV","IV","Cmaj","Cmaj","Gmaj","Dmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"193",92400,"Ddim","Bdim","viiº","viiº","Fmaj","Cmaj","Cmaj","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"194",92640,"Ddim","Bdim","viiº","viiº","Bdim","Fmaj","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"195",104640,"Cmin","Amin","vi","vi","Bdim","Bdim","Fmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"196",106800,"Fmin7","Dmin7","ii7","ii","Amin","Bdim","Bdim","Fmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"197",107040,"Fmin7","Dmin7","ii7","ii","Dmin7","Amin","Bdim","Bdim","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"198",107160,"Fmin7","Dmin7","ii7","ii","Dmin7","Dmin7","Amin","Bdim","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"199",107280,"Fmin7","Dmin7","ii7","ii","Dmin7","Dmin7","Dmin7","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"200",107520,"Fmin7","Dmin7","ii7","ii","Dmin7","Dmin7","Dmin7","Dmin7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"201",107760,"Fmin7","Dmin7","ii7","ii","Dmin7","Dmin7","Dmin7","Dmin7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"202",107880,"Fmin7","Dmin7","ii7","ii","Dmin7","Dmin7","Dmin7","Dmin7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"203",108240,"Fhalfdim7","Dhalfdim7","iiø7","iiº","Dmin7","Dmin7","Dmin7","Dmin7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"204",108480,"Fhalfdim7","Dhalfdim7","iiø7","iiº","Dhalfdim7","Dmin7","Dmin7","Dmin7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"205",108600,"Fhalfdim7","Dhalfdim7","iiø7","iiº","Dhalfdim7","Dhalfdim7","Dmin7","Dmin7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"206",108720,"Fhalfdim7","Dhalfdim7","iiø7","iiº","Dhalfdim7","Dhalfdim7","Dhalfdim7","Dmin7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"207",108960,"Fhalfdim7","Dhalfdim7","iiø7","iiº","Dhalfdim7","Dhalfdim7","Dhalfdim7","Dhalfdim7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"208",109200,"Fhalfdim7","Dhalfdim7","iiø7","iiº","Dhalfdim7","Dhalfdim7","Dhalfdim7","Dhalfdim7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"209",109320,"Fhalfdim7","Dhalfdim7","iiø7","iiº","Dhalfdim7","Dhalfdim7","Dhalfdim7","Dhalfdim7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"210",111360,"Gmin","Emin","iii","iii","Dhalfdim7","Dhalfdim7","Dhalfdim7","Dhalfdim7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"211",114240,"Cmin","Amin","vi","vi","Emin","Dhalfdim7","Dhalfdim7","Dhalfdim7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"212",124320,"D#/Ebmaj","Cmaj","I","I","Amin","Emin","Dhalfdim7","Dhalfdim7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"213",14880,"Gmin","Emin","iii","iii","Cmaj","Amin","Emin","Dhalfdim7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"214",76080,"Cmin","Amin","vi","vi","Emin","Cmaj","Amin","Emin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"215",88920,"D#/Ebmaj","Cmaj","I","I","Amin","Emin","Cmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"216",89040,"D#/Ebmaj","Cmaj","I","I","Cmaj","Amin","Emin","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"217",89160,"D#/Ebmaj","Cmaj","I","I","Cmaj","Cmaj","Amin","Emin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"218",89280,"Cmin","Amin","vi","vi","Cmaj","Cmaj","Cmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"219",89400,"D#/Ebmaj","Cmaj","I","I","Amin","Cmaj","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"220",89520,"Fmin","Dmin","ii","ii","Cmaj","Amin","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"221",89760,"A#/Bbmaj","Gmaj","V","V","Dmin","Cmaj","Amin","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"222",90240,"A#/Bbmaj","Gmaj","V","V","Gmaj","Dmin","Cmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"223",98640,"Cmin","Amin","vi","vi","Gmaj","Gmaj","Dmin","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"224",99120,"Dhalfdim7","Bhalfdim7","viiø7","viiº","Amin","Gmaj","Gmaj","Dmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"225",106560,"D#/Ebmaj","Cmaj","I","I","Bhalfdim7","Amin","Gmaj","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"226",2640,"D#/Ebmaj","Cmaj","I","I","Cmaj","Bhalfdim7","Amin","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"227",2880,"D#/Ebmaj","Cmaj","I","I","Cmaj","Cmaj","Bhalfdim7","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"228",3600,"G#/Abmaj","Fmaj","IV","IV","Cmaj","Cmaj","Cmaj","Bhalfdim7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"229",3840,"D#/Ebmaj","Cmaj","I","I","Fmaj","Cmaj","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"230",4080,"Cmin","Amin","vi","vi","Cmaj","Fmaj","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"231",4320,"Cmin","Amin","vi","vi","Amin","Cmaj","Fmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"232",7920,"D#/Ebmaj","Cmaj","I","I","Amin","Amin","Cmaj","Fmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"233",37800,"Cmaj","Amaj","VI","VI","Cmaj","Amin","Amin","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"234",38040,"Fmin","Dmin","ii","ii","Amaj","Cmaj","Amin","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"235",39000,"D#/Ebmaj","Cmaj","I","I","Dmin","Amaj","Cmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"236",39240,"D#/Ebmaj","Cmaj","I","I","Cmaj","Dmin","Amaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"237",63960,"D#/Ebmaj","Cmaj","I","I","Cmaj","Cmaj","Dmin","Amaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"238",64080,"D#/Ebmaj","Cmaj","I","I","Cmaj","Cmaj","Cmaj","Dmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"239",64800,"G#/Abmaj","Fmaj","IV","IV","Cmaj","Cmaj","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"240",65040,"D#/Ebmaj","Cmaj","I","I","Fmaj","Cmaj","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"241",65280,"Cmin","Amin","vi","vi","Cmaj","Fmaj","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"242",65520,"Cmin","Amin","vi","vi","Amin","Cmaj","Fmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"243",69120,"D#/Ebmaj","Cmaj","I","I","Amin","Amin","Cmaj","Fmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"244",80160,"G#/Abmin","Fmin","iv","iv","Cmaj","Amin","Amin","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"245",95040,"Cmin","Amin","vi","vi","Fmin","Cmaj","Amin","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"246",95760,"D#/Ebmaj","Cmaj","I","I","Amin","Fmin","Cmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"247",96000,"A#/Bbmaj","Gmaj","V","V","Cmaj","Amin","Fmin","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"248",96480,"Gmin","Emin","iii","iii","Gmaj","Cmaj","Amin","Fmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"249",97920,"Ddim","Bdim","viiº","viiº","Emin","Gmaj","Cmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"250",114000,"G#/Abmaj","Fmaj","IV","IV","Bdim","Emin","Gmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"251",11280,"A#/Bbdom7","Gdom7","V7","V","Fmaj","Bdim","Emin","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"252",24720,"Gmin","Emin","iii","iii","Gdom7","Fmaj","Bdim","Emin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"253",26880,"Cmin","Amin","vi","vi","Emin","Gdom7","Fmaj","Bdim","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"254",27600,"A#/Bbmaj","Gmaj","V","V","Amin","Emin","Gdom7","Fmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"255",29040,"Cdom7","Adom7","V7/ii","V/ii","Gmaj","Amin","Emin","Gdom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"256",30480,"A#/Bbmaj","Gmaj","V","V","Adom7","Gmaj","Amin","Emin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"257",38400,"A#/Bbmin7","Gmin7","ii7/IV","ii/IV","Gmaj","Adom7","Gmaj","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"258",39120,"Cmin7","Amin7","vi7","vi","Gmin7","Gmaj","Adom7","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"259",48480,"A#/Bbmaj","Gmaj","V","V","Amin7","Gmin7","Gmaj","Adom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"260",48960,"A#/Bbmaj","Gmaj","V","V","Gmaj","Amin7","Gmin7","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"261",49200,"A#/Bbmin","Gmin","ii/IV","ii/IV","Gmaj","Gmaj","Amin7","Gmin7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"262",72480,"A#/Bbdom7","Gdom7","V7","V","Gmin","Gmaj","Gmaj","Amin7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"263",96120,"A#/Bbmaj","Gmaj","V","V","Gdom7","Gmin","Gmaj","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"264",96600,"Gmin7","Emin7","iii7","iii","Gmaj","Gdom7","Gmin","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"265",96720,"Cmin","Amin","vi","vi","Emin7","Gmaj","Gdom7","Gmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"266",96840,"Cmin","Amin","vi","vi","Amin","Emin7","Gmaj","Gdom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"267",96960,"Fmin","Dmin","ii","ii","Amin","Amin","Emin7","Gmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"268",97080,"G#/Abmaj","Fmaj","IV","IV","Dmin","Amin","Amin","Emin7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"269",97200,"A#/Bbdom7","Gdom7","V7","V","Fmaj","Dmin","Amin","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"270",97440,"D#/Ebmaj","Cmaj","I","I","Gdom7","Fmaj","Dmin","Amin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"271",97560,"Gmin","Emin","iii","iii","Cmaj","Gdom7","Fmaj","Dmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"272",97680,"G#/Abmaj","Fmaj","IV","IV","Emin","Cmaj","Gdom7","Fmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"273",97800,"G#/Abmaj","Fmaj","IV","IV","Fmaj","Emin","Cmaj","Gdom7","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"274",98040,"Fmin","Dmin","ii","ii","Fmaj","Fmaj","Emin","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"275",94680,"D#/Ebmaj","Cmaj","I","I","Dmin","Fmaj","Fmaj","Emin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"276",94800,"D#/Ebmaj","Cmaj","I","I","Cmaj","Dmin","Fmaj","Fmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"277",94920,"D#/Ebmaj","Cmaj","I","I","Cmaj","Cmaj","Dmin","Fmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"278",95280,"Fmin","Dmin","ii","ii","Cmaj","Cmaj","Cmaj","Dmin","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"279",95400,"Fmin","Dmin","ii","ii","Dmin","Cmaj","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"280",95520,"A#/Bbmaj","Gmaj","V","V","Dmin","Dmin","Cmaj","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
"281",95640,"Ddim","Bdim","viiº","viiº","Gmaj","Dmin","Dmin","Cmaj","Brahms","Ein deutsches Requiem, 4.Chorus: Wie lieblich sind deine Wohnungen","Major","Choral"
